objectid,parentid,filename,title,creator,date,date_digitized,description,subject,location,source,source_legacy,identifier,type,type_legacy,format,format_original,format_master,finding_aid,digital_collection,collectionid,language,language_legacy,rights,rightsstatement,display_template,object_location,image_small,image_thumb,publisher,record_structure,record_unmapped,record_thumbnailURL,record_viewerURL,record_relation,record_cdmcreated,record_cdmfile,record_cdmid,record_cdmid_ag,record_cdm_mod,record_cdmoclc,record_cdmoclc_agg,record_cdmpath
poxford_097,,poxford_097.jpg,"Oxford, Idaho Oxford Peak Crevice",James Dee Boyce,1992-07-23,2010-07-16,"Dee Boyce in the crevice on Oxford Peak.  The snow bank on Oxford Mountian has been aprognosticator for years for many of the area residents, especially the farmers, as to their water supply for irrigation.  Many wagers have been made as to the date the snow bank will be gone.  some years it is gone by July but 1982 was a very good water year as evidenced by the depth of the crevice in the snow bank on July 23.",Oxford; Oxford Peak; Oxford Crevice,"Franklin County, Idaho",,Digitized version of an old photograph,263,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_097.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_097_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_097_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=263,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=263,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/263,,7/16/2010,264.jpg,263,263,7/16/2010,663728253,663728253,/p151201coll16/image/264.jpg
poxford_099,,poxford_099.jpg,"Oxford, Idaho Oxford Trough",James Dee Boyce,1992-07-23,2010-07-16,"Neladee Boyce, Kenneth and George Hatch at the Water tough, South Pines, on Oxford Mountain",Oxford; Oxford Peak; Oxford Trough,"Franklin County, Idaho",,Digitized version of an old photograph,265,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_099.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_099_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_099_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=265,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=265,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/265,,7/16/2010,266.jpg,265,265,7/16/2010,663728229,663728229,/p151201coll16/image/266.jpg
poxford_100,,poxford_100.jpg,"Oxford, Idaho Rail Road Depot Sketch",James Dee Boyce,,2010-07-16,"Sketch of the railroad depot area, showing location ofstock yards, Section Foreman house, bunkhouses and grain elevator",Oxford; Oxford Rail Road,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,267,Image;StillImage,jpg,image/jpeg,Sketch,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_100.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_100_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_100_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=267,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=267,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/267,,7/16/2010,268.jpg,267,267,7/16/2010,663728718,663728718,/p151201coll16/image/268.jpg
poxford_101,,poxford_101.jpg,"Oxford, Idaho Rail Road Section Foremen",James Dee Boyce,1905-05-31,2010-07-16,"The last three section foremen in 1978.  L to r:  marion Olson, Glendon Jensen, Goerge Redington",Oxford; Oxford Rail Road,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,268,Image;StillImage,jpg,image/jpeg,Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_101.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_101_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_101_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=268,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=268,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/268,,7/16/2010,269.jpg,268,268,7/16/2010,663728743,663728743,/p151201coll16/image/269.jpg
poxford_102,,poxford_102.jpg,"Oxford, Idaho Railroad Depot Section Tool House",James Dee Boyce,,2010-07-16,This is the railroad depot section tool house.,Oxford; Oxford Rail Road Depot,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,271,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_102.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_102_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_102_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=271,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=271,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/271,,7/16/2010,272.jpg,271,271,7/16/2010,663728773,663728773,/p151201coll16/image/272.jpg
poxford_103,,poxford_103.jpg,"Oxford, Idaho Rail Road Signal Gang 3210",James Dee Boyce,1959,2010-07-16,The railroad signal gang 3210 about 1959.  Dee Boyce is in the gray overalls.,Oxford; Oxford Rail Road,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,269,Image;StillImage,jpg,image/jpeg,Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_103.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_103_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_103_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=269,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=269,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/269,,7/16/2010,270.jpg,269,269,7/16/2010,663728732,663728732,/p151201coll16/image/270.jpg
poxford_104,,poxford_104.jpg,"Oxford, Idaho Bunk Cars for the Signal Gang",James Dee Boyce,1959,2010-07-16,"These railroad cars were used as bunk ""houses"" for the signal gang.  There was also a shower car and an equipment car.",Oxford; Oxford Rail Road,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,270,Image;StillImage,jpg,image/jpeg,Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_104.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_104_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_104_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=270,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=270,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/270,,7/16/2010,271.jpg,270,270,7/16/2010,663728775,663728775,/p151201coll16/image/271.jpg
poxford_106,,poxford_106.jpg,"Oxford, Idaho; Jeron and Susie Ericksen",Unknown,,2010-07-20,Oxford residents Jeron and Susie Ericksen,Oxford; Jeron and Susie Ericksen; Oxford residents,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,298,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_106.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_106_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_106_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=298,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=298,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/298,,7/20/2010,299.jpg,298,298,7/20/2010,663728269,663728269,/p151201coll16/image/299.jpg
poxford_107,,poxford_107.jpg,"Oxford, Idaho; John and Annie Reddington",Unknown,,2010-07-20,Oxford residents John and annie Reddington,Oxford; John Reddington; Annie Reddington; Oxford residents,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,299,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_107.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_107_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_107_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=299,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=299,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/299,,7/20/2010,300.jpg,299,299,7/20/2010,663728089,663728089,/p151201coll16/image/300.jpg
poxford_108,,poxford_108.jpg,"Oxford, Idaho; Lenora and Jack Coburn",Unknown,,2010-07-20,Oxford residents Lenora Coburn and Jack Coburn,Oxford; Lenora Coburn; Jack Coburn,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,300,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_108.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_108_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_108_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=300,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=300,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/300,,7/20/2010,301.jpg,300,300,7/20/2010,663728250,663728250,/p151201coll16/image/301.jpg
poxford_109,,poxford_109.jpg,"Oxford, Idaho Kendall Cabin",James Dee Boyce,,2010-07-20,"This cabin was first occupied by Cluff and Gale Kendall, later Lou Coburn",Oxford; Cluff Kendall Cabin,"Franklin County, Idaho",,Digitized version of a photograph,278,Image;StillImage,jpg,image/jpeg,Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_109.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_109_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_109_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=278,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=278,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/278,,7/20/2010,279.jpg,278,278,7/20/2010,663728097,663728097,/p151201coll16/image/279.jpg
poxford_112,,poxford_112.jpg,"Oxford, Idaho Fisher Home",James Dee Boyce,,2010-07-20,The demise of the Fisher home,Oxford; Fisher Home,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,281,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_112.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_112_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_112_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=281,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=281,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/281,,7/20/2010,282.jpg,281,281,7/20/2010,663728256,663728256,/p151201coll16/image/282.jpg
poxford_113,,poxford_113.jpg,"Oxford, Idaho Residents",Unknown,,2010-07-20,"l to r:  Keith Farnsworth, Jake Hatch, Everett Farnsworth",Oxford; Oxford Residents; Keith Farnsworth; Jake Hatch; Everett Farnsworth,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,282,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_113.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_113_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_113_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=282,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=282,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/282,,7/20/2010,283.jpg,282,282,7/20/2010,663728271,663728271,/p151201coll16/image/283.jpg
poxford_114,,poxford_114.jpg,"Oxford, Idaho Farnsworth Family",Unknown,,2010-07-20,"The Farnsworth Family l to r: (back) L. W., (middle)  Rhea, Myrtle, Bernice, (front)  Loren and Teddy, the dog",Oxford Residents,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,283,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_114.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_114_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_114_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=283,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=283,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/283,,7/20/2010,284.jpg,283,283,7/20/2010,663728252,663728252,/p151201coll16/image/284.jpg
poxford_115,,poxford_115.jpg,"Oxford, Idaho W. F. Fisher Home",Unknown,,2010-07-20,"The W. F. Fisher Home in Oxford, Idaho.  People are not identified",Oxford Homes,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,284,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_115.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_115_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_115_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=284,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=284,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/284,,7/20/2010,285.jpg,284,284,7/20/2010,663728092,663728092,/p151201coll16/image/285.jpg
poxford_116,,poxford_116.jpg,"Oxford, Idaho George Fisher Cabin",James Dee Boyce,,2010-07-20,"This cabin was owned by George C. and Rose Fisher, and George and Susie Fisher.",Oxford homes; George Fisher,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,285,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_116.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_116_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_116_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=285,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=285,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/285,,7/20/2010,286.jpg,285,285,7/20/2010,663728226,663728226,/p151201coll16/image/286.jpg
poxford_117,,poxford_117.jpg,"Oxford, Idaho Gooch Home",James Dee Boyce,,2010-07-20,"This home was owned by the Gooch Family, followed by the Hyrum Gregorson and Jack Coburn families.",Oxford homes; Gooch Family,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,286,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_117.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_117_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_117_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=286,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=286,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/286,,7/20/2010,287.jpg,286,286,7/20/2010,663728728,663728728,/p151201coll16/image/287.jpg
poxford_118,,poxford_118.jpg,"Oxford, Idaho Gooch Log Home",James Dee Boyce,,2010-07-20,Gooch log cabin and outhouse,Oxford; Log cabins,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,287,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_118.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_118_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_118_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=287,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=287,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/287,,7/20/2010,288.jpg,287,287,7/20/2010,663728263,663728263,/p151201coll16/image/288.jpg
poxford_119,,poxford_119.jpg,"Oxford, Idaho Hardwick Home",Unknown,,2010-07-20,"The Hardwick home; later owned by C. Vern Henderson, and Stella Charles",Oxford Oxford early homes,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,288,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_119.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_119_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_119_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=288,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=288,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/288,,7/20/2010,289.jpg,288,288,7/20/2010,663728739,663728739,/p151201coll16/image/289.jpg
poxford_120,,poxford_120.jpg,"Oxford, Idaho Henry Hatch cabine",James Dee Boyce,,2010-07-20,The Henry Hatch cabin,Oxford; Oxford early homes; Henry Hatch,"Franklin County, Idaho",James Dee Boyce,Digitized version of an old photograph,289,Image;StillImage,jpg,image/jpeg,Old Photograph,tiff 600 dpi,,,,eng,eng-USA,"""In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Larsen Sant Public Library at larsensantlib@gmail.com for information.""",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/franklin-county-images/poxford_120.jpg,https://objects.lib.uidaho.edu/franklin-county-images/small/poxford_120_sm.jpg,https://objects.lib.uidaho.edu/franklin-county-images/thumbs/poxford_120_th.jpg,Larsen-Sant Library Digital Project,http://server16293.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p151201coll16&CISOPTR=289,Image has been Photoshopped to improve quality,http://server16293.contentdm.oclc.org/cgi-bin/thumbnail.exe?CISOROOT=/p151201coll16&CISOPTR=289,http://cdm16293.contentdm.oclc.org/cdm/ref/collection/p151201coll16/id/289,,7/20/2010,290.jpg,289,289,7/20/2010,663728719,663728719,/p151201coll16/image/290.jpg
